ID,date,price,bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,grade,sqm_above,sqm_basement,yr_built,yr_renovated,sqm_living15,sqm_lot15
13385,2014-10-03,285000.0,3,1,173,3908,1,no waterfront,0,3,7,173,0,1953,0,173,1854
13386,2015-03-17,740000.0,4,2,265,2428,1,no waterfront,0,3,8,152,113,1977,0,248,2326
13387,2015-03-11,246000.0,3,1,91,849,1,no waterfront,0,4,6,91,0,1939,0,152,772
13388,2015-02-17,260000.0,3,1,177,809,1,no waterfront,0,3,7,100,77,1954,0,135,830
13389,2014-08-11,366000.0,3,2,125,947,1,no waterfront,0,3,7,125,0,1977,0,169,891
13390,2014-10-26,594950.0,4,3,237,880,2,no waterfront,2,3,7,237,0,1948,1993,206,774
13391,2015-03-27,608000.0,3,2,242,464,2,no waterfront,0,4,7,158,83,1946,0,139,464
13392,2015-04-08,313100.0,3,2,159,1103,1,no waterfront,0,5,6,159,0,1905,0,172,696
13393,2014-10-03,185000.0,3,1,108,844,1,no waterfront,0,3,7,108,0,1967,0,114,844
13394,2015-05-04,455000.0,2,1,105,1066,1,no waterfront,0,3,6,105,0,1907,0,143,757
13395,2014-07-11,235000.0,3,2,218,840,1,no waterfront,0,4,8,145,72,1966,0,210,812
13396,2014-10-30,230000.0,3,1,94,1141,1,no waterfront,0,4,7,94,0,1967,0,120,919
13397,2014-11-20,770000.0,4,2,253,464,1,no waterfront,0,5,7,135,117,1955,0,186,464
13398,2014-10-02,240000.0,4,2,170,707,2,no waterfront,0,3,7,170,0,1991,0,172,643
13399,2015-02-19,461000.0,3,2,157,281,2,no waterfront,0,3,7,157,0,2002,0,153,293
13400,2015-03-27,1580000.0,4,2,269,975,1,no waterfront,3,5,8,134,134,1963,0,269,854
13401,2014-10-09,1822500.0,4,4,592,8241,2,no waterfront,0,3,12,592,0,2006,0,282,660
13402,2014-11-23,452000.0,3,2,157,371,2,no waterfront,0,3,7,157,0,2004,0,157,371
13403,2014-10-03,765000.0,4,2,247,468,2,no waterfront,2,3,9,247,0,2003,0,279,510
13404,2015-04-22,1050000.0,4,4,422,5017,1,no waterfront,1,4,9,213,209,1989,0,328,3682
13405,2015-05-05,546000.0,3,3,142,928,1,no waterfront,0,4,7,106,35,1983,0,142,794
13406,2015-01-22,781000.0,3,2,192,414,1,no waterfront,0,5,8,165,26,1931,0,192,464
13407,2015-01-20,538000.0,4,1,174,738,1,no waterfront,0,4,7,174,0,1965,0,162,798
13408,2014-08-19,790000.0,4,2,208,804,1,no waterfront,0,5,8,136,71,1975,0,205,823
13409,2014-10-21,696500.0,4,2,235,408,1,no waterfront,0,5,7,151,84,1925,0,144,364
13410,2015-04-30,276000.0,3,2,127,755,1,no waterfront,0,4,7,127,0,1988,0,154,821
13411,2014-09-02,269000.0,2,1,71,800,1,no waterfront,0,3,6,71,0,1953,0,119,781
13412,2015-01-30,2415000.0,5,4,732,2252,2,no waterfront,2,3,13,732,0,1996,0,254,999
13413,2015-01-02,829000.0,4,2,275,5544,1,no waterfront,2,4,8,149,126,1973,0,272,3947
13414,2015-03-06,122000.0,2,1,68,635,1,no waterfront,0,3,6,68,0,1942,0,68,635
13415,2014-08-21,352500.0,3,1,126,713,1,no waterfront,0,3,7,126,0,1955,0,151,713
13416,2014-10-21,249000.0,4,2,118,702,1,no waterfront,0,5,6,118,0,1959,0,116,714
13417,2014-12-08,360000.0,4,2,178,724,1,no waterfront,0,3,7,100,78,1962,0,180,756
13418,2015-05-04,629500.0,3,2,187,983,1,no waterfront,0,3,10,187,0,1994,0,281,916
13419,2014-06-25,1140000.0,4,2,307,11857,2,no waterfront,0,5,9,307,0,1924,1956,355,4083
13420,2014-10-17,1550000.0,2,2,274,1448,1,no waterfront,0,4,8,144,129,1942,1986,191,1844
13421,2014-07-18,275000.0,3,1,122,714,1,no waterfront,0,4,7,122,0,1959,0,127,770
13422,2014-09-09,697000.0,4,2,293,646,2,no waterfront,0,3,8,293,0,2005,0,288,469
13423,2014-05-07,379500.0,2,1,152,1610,1,no waterfront,0,3,7,78,74,1978,0,226,1658
13424,2014-11-10,720000.0,3,2,226,7109,1,no waterfront,0,3,10,152,74,1980,0,175,932
13425,2014-05-13,675000.0,4,2,278,515,2,no waterfront,0,3,9,278,0,2006,0,266,464
13426,2014-10-29,1169000.0,5,2,261,557,2,no waterfront,0,3,9,261,0,1907,0,208,445
13427,2014-05-20,1100000.0,3,2,222,639,2,no waterfront,1,5,8,222,0,1939,0,222,735
13428,2014-06-12,520000.0,4,1,193,325,1,no waterfront,0,5,7,117,76,1926,0,128,548
13429,2014-10-03,415000.0,3,1,246,696,1,no waterfront,0,4,7,147,98,1962,0,124,696
13430,2014-06-27,415000.0,3,2,98,142,2,no waterfront,0,3,8,98,0,2000,0,113,122
13431,2015-04-07,450000.0,3,2,180,772,1,no waterfront,1,4,7,113,66,1963,0,191,882
13432,2015-04-27,485000.0,2,1,100,379,1,no waterfront,0,3,8,100,0,1948,0,175,379
13433,2015-04-27,294000.0,3,2,157,891,2,no waterfront,0,3,7,157,0,1984,0,179,891
13434,2014-07-09,1037000.0,4,3,412,990,2,no waterfront,0,3,11,412,0,2003,0,407,926
13435,2014-07-28,690000.0,3,1,146,371,2,no waterfront,0,3,8,146,0,1905,0,203,371
13436,2014-10-09,716500.0,5,2,337,3573,2,no waterfront,0,3,11,337,0,2000,0,412,4680
13437,2014-09-03,481000.0,2,2,119,105,3,no waterfront,0,3,8,119,0,2007,0,119,123
13438,2015-04-19,575000.0,4,2,182,430,1,no waterfront,0,4,7,92,89,1968,0,170,574
13439,2014-08-15,785000.0,3,2,194,465,1,no waterfront,0,5,7,194,0,1920,0,179,394
13440,2015-03-25,480000.0,3,1,182,4087,1,no waterfront,0,3,7,182,0,1970,0,182,3925
13441,2014-08-19,720000.0,3,2,196,863,2,no waterfront,0,4,8,196,0,1981,0,243,961
13442,2015-05-12,536000.0,3,2,212,3209,2,no waterfront,3,4,7,212,0,1984,0,37,25576
13443,2014-06-13,324900.0,4,2,174,739,2,no waterfront,0,3,7,174,0,2000,0,145,704
13444,2014-08-15,265000.0,2,1,71,479,1,no waterfront,0,3,6,71,0,1943,0,85,479
13445,2014-07-01,545000.0,3,2,142,298,1,no waterfront,0,5,7,93,48,1928,0,123,409
13446,2015-01-15,465000.0,2,1,134,2515,1,no waterfront,0,3,7,134,0,1940,0,175,984
13447,2015-01-09,292500.0,3,2,157,680,2,no waterfront,0,3,7,157,0,1987,0,141,692
13448,2014-07-02,860000.0,4,1,174,345,1,no waterfront,0,4,7,174,0,1924,0,194,380
13449,2014-12-16,1045000.0,4,3,386,4411,2,no waterfront,0,3,10,386,0,1995,0,315,3755
13450,2014-06-12,495000.0,4,2,198,673,2,no waterfront,0,3,7,198,0,2003,0,193,731
13451,2015-05-07,342000.0,2,2,122,135,3,no waterfront,0,3,7,122,0,1997,0,132,153
13452,2014-06-25,320000.0,4,2,185,933,2,no waterfront,0,3,7,185,0,1997,0,185,621
13453,2014-09-24,444000.0,3,2,135,242,2,no waterfront,0,3,8,135,0,1987,0,122,278
13454,2014-06-25,804100.0,4,2,285,751,2,no waterfront,0,3,10,285,0,2005,0,308,997
13455,2014-09-19,432000.0,3,2,154,1393,1,no waterfront,0,4,7,154,0,1970,0,191,1394
13456,2014-12-30,230000.0,6,1,168,449,1,no waterfront,0,4,5,97,70,1905,0,120,449
13457,2014-08-27,935000.0,4,3,326,1040,2,no waterfront,0,3,11,326,0,2001,0,334,1126
13458,2014-08-07,634950.0,3,3,202,246,1,no waterfront,0,5,8,130,71,1930,0,145,447
13459,2015-01-12,780000.0,6,4,306,531,1,no waterfront,0,3,8,182,124,1963,0,188,379
13460,2014-05-19,611000.0,4,2,228,390,2,no waterfront,0,3,8,228,0,1998,0,216,390
13461,2014-11-21,475999.0,4,1,174,387,1,no waterfront,0,3,7,101,73,1944,0,157,349
13462,2014-12-16,565000.0,3,2,212,877,1,no waterfront,0,3,9,155,57,1979,0,255,1086
13463,2014-08-08,630000.0,4,2,212,2482,2,no waterfront,0,3,8,212,0,1977,0,212,2482
13464,2014-06-17,840000.0,4,3,358,1703,2,no waterfront,0,3,10,289,68,1996,0,329,1703
13465,2014-11-07,790000.0,3,2,245,40137,1,no waterfront,3,3,10,245,0,1996,0,139,52083
13466,2014-07-09,450000.0,5,2,264,19465,1,no waterfront,0,4,7,179,85,1925,1968,206,19465
13467,2014-12-23,1272000.0,4,3,280,371,1,no waterfront,0,5,8,178,102,1927,0,222,371
13468,2015-04-22,520000.0,3,2,140,349,1,no waterfront,0,5,7,86,53,1925,0,140,349
13469,2014-10-17,446800.0,4,2,223,809,1,no waterfront,0,3,7,117,106,1958,0,206,560
13470,2015-01-29,652000.0,3,1,136,568,1,no waterfront,0,3,8,111,25,1948,0,204,568
13471,2014-05-22,1170000.0,3,2,268,1126,2,no waterfront,3,4,10,262,5,1987,0,224,1071
13472,2014-06-10,745000.0,4,3,324,652,2,no waterfront,0,3,10,324,0,2006,0,320,637
13473,2014-06-25,594000.0,3,2,117,130,2,no waterfront,0,3,8,98,19,2014,0,107,123
13474,2015-03-10,257000.0,2,1,92,343,1,no waterfront,0,3,6,74,18,1929,0,117,464
13475,2014-07-01,485000.0,4,1,132,380,2,no waterfront,0,3,7,132,0,1900,0,152,313
13476,2015-05-06,330000.0,3,1,98,1861,1,no waterfront,0,3,6,98,0,1943,0,164,1003
13477,2014-07-31,381000.0,3,2,156,831,1,no waterfront,0,3,6,87,68,1996,0,143,1079
13478,2014-06-13,849900.0,2,2,211,59569,2,no waterfront,0,3,9,211,0,1990,0,188,20841
13479,2015-04-02,793000.0,4,2,227,379,1,no waterfront,0,4,8,138,89,1930,0,185,379
13480,2014-07-28,920000.0,3,2,339,497,2,no waterfront,4,4,7,204,134,1947,0,181,461
13481,2015-04-22,455000.0,2,1,77,371,1,no waterfront,0,4,6,77,0,1947,0,131,371
13482,2014-05-13,975000.0,4,2,324,696,2,no waterfront,3,3,11,324,0,2000,0,302,783
13483,2014-12-03,375000.0,2,1,97,97,2,no waterfront,0,3,8,89,8,2007,0,136,164
13484,2015-03-11,400000.0,2,2,108,168,2,no waterfront,0,3,8,108,0,2001,0,116,292
13485,2015-02-11,447000.0,3,1,113,668,1,no waterfront,0,4,7,113,0,1965,0,122,668
13486,2014-10-31,470000.0,3,1,121,798,1,no waterfront,0,4,7,121,0,1987,0,233,791
13487,2014-10-15,665000.0,4,2,290,704,2,no waterfront,0,3,8,290,0,2004,0,277,598
13488,2014-09-03,295500.0,3,1,147,3860,1,no waterfront,0,3,6,119,27,1933,1989,277,600
13489,2015-01-15,200000.0,4,2,159,802,2,no waterfront,0,3,8,159,0,1994,0,173,692
13490,2014-09-11,620000.0,3,2,234,19708,2,no waterfront,0,3,9,147,86,2005,0,185,19708
13491,2014-08-29,434900.0,3,2,141,1028,1,no waterfront,0,3,7,105,35,1983,0,118,1056
13492,2015-03-24,1328000.0,4,2,302,431,2,no waterfront,0,5,9,219,83,1907,0,301,538
13493,2015-01-09,1650000.0,4,3,363,696,2,no waterfront,0,3,10,363,0,2006,0,241,857
13494,2014-09-05,852500.0,4,2,323,586,2,no waterfront,0,3,9,219,104,2000,0,336,486
13495,2014-12-09,790000.0,3,2,282,3220,2,no waterfront,0,4,10,282,0,1983,0,323,3251
13496,2015-03-13,565000.0,4,1,188,682,1,no waterfront,0,3,8,188,0,1966,0,185,743
13497,2015-03-25,1127500.0,6,3,359,2294,2,no waterfront,0,3,10,234,125,1989,0,219,2789
13498,2014-12-22,289950.0,3,2,173,133,2,no waterfront,0,3,7,173,0,2004,0,159,172
13499,2014-11-05,850000.0,2,2,245,1294,1,no waterfront,1,5,8,152,92,1963,0,267,1375
13500,2014-05-12,505000.0,4,1,180,445,1,no waterfront,0,5,7,95,84,1922,0,134,445
13501,2014-10-28,372000.0,3,2,158,523,2,no waterfront,0,3,7,158,0,1981,0,143,464
13502,2014-10-23,207000.0,4,2,157,717,1,no waterfront,0,4,7,157,0,1967,0,137,744
13503,2014-05-13,780000.0,3,1,217,975,1,no waterfront,0,4,8,217,0,1967,0,289,1028
13504,2014-06-23,400000.0,4,1,157,1884,1,no waterfront,0,3,7,124,33,1965,0,156,1985
13505,2015-02-23,440250.0,3,1,171,754,1,no waterfront,0,4,7,171,0,1948,0,142,754
13506,2015-03-03,585000.0,2,2,127,735,1,no waterfront,0,3,8,88,39,1949,0,127,434
13507,2014-09-18,850000.0,4,2,269,926,2,no waterfront,0,3,9,269,0,1993,0,269,795
13508,2014-09-25,570000.0,3,3,222,296,2,no waterfront,0,3,7,222,0,1991,0,126,296
13509,2014-06-20,869000.0,4,3,347,2869,2,no waterfront,0,3,9,284,63,1988,0,301,3440
13510,2014-09-24,551000.0,4,2,201,556,2,no waterfront,0,3,8,201,0,2014,0,108,756
13511,2015-03-13,172380.0,3,1,90,778,1,no waterfront,0,4,6,90,0,1962,0,97,795
13512,2015-03-26,355000.0,3,2,243,7324,1,no waterfront,3,4,7,121,121,1964,0,216,12100
13513,2015-02-25,728935.0,4,2,276,947,2,no waterfront,0,3,9,276,0,1993,0,276,933
13514,2015-03-06,850000.0,3,2,217,178,2,no waterfront,2,4,9,217,0,1981,0,224,201
13515,2014-12-23,515000.0,5,1,174,4532,2,no waterfront,0,3,6,174,0,1922,0,157,780
13516,2014-12-05,215000.0,2,1,137,494,1,no waterfront,0,4,7,104,33,1925,0,155,538
13517,2014-06-16,220000.0,4,2,208,912,1,no waterfront,0,4,7,127,80,1988,0,183,912
13518,2014-07-24,845000.0,4,2,273,713,2,no waterfront,0,3,9,273,0,2004,0,289,610
13519,2015-02-23,390000.0,1,1,65,371,1,no waterfront,0,4,6,56,9,1928,0,133,418
13520,2015-03-13,135000.0,4,1,135,1727,1,no waterfront,0,3,5,135,0,1940,0,122,752
13521,2015-04-01,439000.0,3,1,142,1765,1,no waterfront,0,4,8,119,22,1949,0,194,1947
13522,2014-07-08,585000.0,4,2,244,574,2,no waterfront,0,3,9,244,0,1999,0,252,574
13523,2015-03-09,620000.0,5,1,207,1560,1,no waterfront,3,4,7,157,49,1923,0,253,1709
13524,2014-09-02,477000.0,3,1,89,334,1,no waterfront,0,4,7,89,0,1906,0,146,464
13525,2014-10-14,399500.0,2,1,109,159,2,no waterfront,0,3,8,109,0,2006,0,138,136
13526,2014-09-27,500000.0,2,1,163,2539,1,has waterfront,4,4,7,120,42,1951,0,240,1544
13527,2014-09-09,432500.0,3,2,124,823,2,no waterfront,0,3,8,124,0,1984,0,151,676
13528,2014-10-28,940000.0,4,2,260,1734,1,no waterfront,0,5,9,153,106,1965,0,260,1421
13529,2014-08-28,3168750.0,5,3,402,1112,1,no waterfront,4,3,12,194,208,2008,0,401,1114
13530,2014-05-12,1080000.0,3,2,345,1078,2,no waterfront,0,3,11,345,0,1982,0,327,1103
13531,2014-08-15,229999.0,4,2,155,483,1,no waterfront,0,4,7,95,59,1977,0,139,483
13532,2014-08-11,233000.0,3,1,102,711,1,no waterfront,0,3,7,102,0,1955,0,120,743
13533,2014-06-26,600000.0,3,2,301,744,2,no waterfront,0,3,8,270,30,2004,0,277,702
13534,2015-05-08,334000.0,4,1,156,707,1,no waterfront,0,4,7,109,46,1965,0,135,707
13535,2014-07-16,332500.0,3,1,95,758,1,no waterfront,0,4,7,95,0,1950,0,124,758
13536,2014-06-26,249900.0,3,2,151,715,1,no waterfront,0,3,7,104,47,1978,0,152,758
13537,2014-10-23,310000.0,3,2,242,1131,1,no waterfront,0,3,7,155,87,1918,0,141,1131
13538,2014-11-05,200000.0,2,1,116,791,1,no waterfront,0,3,6,116,0,1928,0,96,791
13539,2014-07-25,310000.0,4,1,137,1040,1,no waterfront,0,4,7,137,0,1969,0,137,1886
13540,2014-07-07,230000.0,3,1,129,557,1,no waterfront,0,3,5,129,0,1954,0,108,557
13541,2014-10-20,420000.0,4,2,180,502,2,no waterfront,0,3,8,180,0,1997,0,190,585
13542,2014-10-12,785000.0,4,2,274,441,2,no waterfront,0,3,9,274,0,2005,0,274,441
13543,2014-10-14,1775000.0,3,2,401,1786,1,no waterfront,0,4,10,200,200,1972,0,318,1715
13544,2014-05-07,265000.0,5,1,139,660,1,no waterfront,0,5,6,70,68,1920,0,111,660
13545,2014-09-23,295000.0,2,1,78,972,1,no waterfront,0,3,6,78,0,1951,0,122,791
13546,2015-02-18,896000.0,4,2,330,4333,2,no waterfront,0,3,11,330,0,1992,0,327,4669
13547,2015-01-12,415000.0,4,2,222,926,1,no waterfront,0,4,9,129,92,1989,0,237,1150
13548,2015-02-12,250000.0,3,1,111,508,1,no waterfront,0,5,6,111,0,1955,0,117,636
13549,2015-04-21,1475000.0,3,2,238,464,2,no waterfront,0,3,11,238,0,1984,0,145,464
13550,2015-04-07,635000.0,5,2,202,557,1,no waterfront,0,4,8,132,69,1966,0,200,817
13551,2015-04-01,905000.0,3,2,320,4532,2,no waterfront,0,3,10,320,0,1987,0,261,3812
13552,2014-07-21,528000.0,3,2,187,521,2,no waterfront,0,3,7,187,0,2003,0,187,428
13553,2014-08-25,530000.0,3,2,230,694,2,no waterfront,0,3,9,230,0,1992,0,230,694
13554,2014-08-07,310000.0,3,1,105,288,2,no waterfront,0,3,7,105,0,1988,0,106,276
13555,2015-01-26,252000.0,3,1,142,879,1,no waterfront,0,4,7,142,0,1960,0,142,879
13556,2014-08-11,334500.0,3,2,157,758,1,no waterfront,0,3,7,104,53,1961,0,161,760
13557,2015-05-06,370000.0,3,1,199,787,1,no waterfront,0,3,8,149,50,1951,0,150,483
13558,2014-12-19,311000.0,3,2,110,728,1,no waterfront,0,4,6,110,0,1918,0,135,301
13559,2015-04-14,260000.0,3,2,160,383,2,no waterfront,2,3,7,137,23,1975,0,145,382
13560,2014-07-01,217500.0,3,1,130,886,1,no waterfront,0,4,7,130,0,1984,0,154,794
13561,2015-02-18,290000.0,3,2,204,393,2,no waterfront,0,3,7,204,0,2003,0,204,400
13562,2014-10-07,500000.0,3,1,89,427,1,no waterfront,0,3,6,89,0,1944,0,207,868
13563,2015-04-20,423500.0,3,2,164,557,1,no waterfront,3,3,7,102,62,1984,0,120,278
13564,2014-12-24,715000.0,4,2,275,531,2,no waterfront,0,3,9,275,0,2005,0,366,450
13565,2014-07-28,299000.0,3,2,147,289,2,no waterfront,0,3,7,147,0,1994,0,101,455
13566,2014-06-30,635000.0,3,2,311,372,2,no waterfront,0,3,8,236,74,2005,0,217,387
13567,2014-08-26,806000.0,4,2,313,894,2,no waterfront,0,3,10,313,0,1999,0,312,960
13568,2014-05-31,289950.0,3,2,182,323,2,no waterfront,0,3,7,182,0,2004,0,237,325
13569,2014-10-10,280000.0,3,1,126,613,1,no waterfront,0,4,7,126,0,1981,0,164,660
13570,2015-03-30,479950.0,3,2,258,557,2,no waterfront,0,3,9,258,0,2004,0,180,322
13571,2014-06-27,394000.0,4,2,278,909,2,no waterfront,0,3,7,278,0,2002,0,175,702
13572,2015-01-29,682000.0,4,2,334,18898,2,no waterfront,0,3,9,315,18,1979,0,292,18858
13573,2014-07-24,409950.0,2,1,91,278,1,no waterfront,0,4,6,91,0,1918,0,104,278
13574,2014-09-11,1000000.0,4,3,277,390,2,no waterfront,4,5,9,185,91,1925,0,222,390
13575,2015-01-20,436000.0,4,1,111,613,1,no waterfront,2,3,7,111,0,1908,0,168,613
13576,2014-09-09,279000.0,3,1,142,1484,1,no waterfront,0,3,7,90,52,1952,0,143,1484
13577,2014-07-15,390000.0,1,1,133,457,1,no waterfront,0,3,7,66,66,1923,0,133,457
13578,2014-12-16,635000.0,3,1,180,15526,1,has waterfront,1,4,7,137,42,1955,0,177,11816
13579,2014-07-18,304400.0,4,2,198,752,2,no waterfront,0,4,7,198,0,1990,0,182,650
13580,2015-03-25,780000.0,5,1,216,353,1,no waterfront,0,3,7,126,90,1927,0,195,353
13581,2014-10-01,520000.0,4,3,253,19528,2,no waterfront,0,5,8,253,0,1974,0,210,17401
13582,2015-03-19,580000.0,3,1,181,987,1,no waterfront,0,3,7,116,65,1978,0,119,592
13583,2014-09-08,274000.0,3,1,133,668,1,no waterfront,0,3,7,91,41,1981,0,143,664
13584,2015-02-09,315000.0,3,2,142,734,1,no waterfront,0,3,7,106,35,1980,0,135,731
13585,2014-08-06,390000.0,4,1,177,7206,1,no waterfront,0,4,8,177,0,1971,0,197,3439
13586,2014-09-11,340000.0,5,2,162,763,1,no waterfront,0,3,7,162,0,1956,0,112,628
13587,2014-07-01,502000.0,3,2,148,4237,2,no waterfront,0,4,8,148,0,1983,0,215,3995
13588,2014-08-06,260000.0,3,1,162,1038,1,no waterfront,0,3,8,162,0,1968,0,160,1038
13589,2014-05-30,399000.0,2,1,87,445,1,no waterfront,0,4,6,87,0,1911,1955,91,548
13590,2014-05-15,312500.0,2,1,81,589,1,no waterfront,0,3,7,81,0,1919,0,133,589
13591,2014-05-13,370000.0,3,1,153,766,1,no waterfront,0,5,7,98,54,1951,0,211,877
13592,2014-06-19,1240000.0,4,3,354,1228,2,no waterfront,0,3,10,304,50,1990,0,310,901
13593,2015-02-20,230000.0,3,1,176,894,1,no waterfront,0,3,8,176,0,1967,0,186,894
13594,2014-10-03,1275000.0,4,1,345,784,1,no waterfront,3,4,9,182,163,1947,0,235,656
13595,2014-08-20,294350.0,3,1,130,475,1,no waterfront,0,3,6,112,18,1925,0,123,475
13596,2014-10-13,208950.0,3,1,89,529,1,no waterfront,0,4,5,89,0,1956,0,89,529
13597,2014-11-06,515000.0,2,1,179,517,1,no waterfront,0,3,8,179,0,2005,0,168,481
13598,2015-04-08,965000.0,4,2,317,889,2,no waterfront,0,3,11,317,0,1994,0,307,761
13599,2015-03-26,925000.0,4,2,279,315,2,no waterfront,2,3,9,208,71,1923,2009,180,471
13600,2015-03-18,654500.0,4,1,165,464,1,no waterfront,0,3,8,165,0,1947,0,188,464
13601,2014-08-14,364000.0,4,2,193,1026,1,no waterfront,0,4,8,193,0,1969,0,171,1026
13602,2015-03-24,150000.0,2,1,116,483,1,no waterfront,0,3,7,97,18,1951,0,95,497
13603,2014-05-14,349950.0,5,3,209,939,1,no waterfront,0,3,8,126,83,2005,0,143,994
13604,2014-08-25,585000.0,3,1,155,464,1,no waterfront,0,4,7,155,0,1912,0,162,464
13605,2015-03-17,801501.0,4,2,209,1254,2,no waterfront,0,4,9,209,0,1980,0,253,1254
13606,2014-10-10,610000.0,3,1,153,20598,1,no waterfront,0,3,7,153,0,1992,0,234,20557
13607,2014-05-21,382000.0,5,2,267,1111,2,no waterfront,0,4,8,267,0,1990,0,220,995
13608,2014-12-01,495000.0,4,3,336,37504,2,no waterfront,2,3,9,336,0,1980,0,207,13824
13609,2014-11-03,447500.0,3,1,181,604,1,no waterfront,0,3,8,142,39,1953,0,154,608
13610,2015-02-20,575000.0,4,2,211,881,1,no waterfront,0,4,7,119,91,1966,0,144,747
13611,2014-10-07,565000.0,2,1,161,439,1,no waterfront,2,4,7,96,65,1907,0,187,391
13612,2014-05-22,348580.0,3,1,113,731,1,no waterfront,0,3,7,113,0,1966,0,124,731
13613,2014-10-16,459000.0,4,1,209,901,1,no waterfront,0,2,8,154,55,1978,0,222,785
13614,2015-04-02,375000.0,4,2,166,5706,2,no waterfront,2,2,7,166,0,1988,0,166,5786
13615,2014-09-04,310000.0,4,2,226,658,2,no waterfront,0,3,7,226,0,1999,0,172,564
13616,2014-11-18,210000.0,3,1,130,891,1,no waterfront,0,4,7,130,0,1964,0,205,1393
13617,2014-09-11,384205.0,3,2,168,305,2,no waterfront,0,3,8,168,0,2014,0,168,257
13618,2014-05-22,180000.0,2,1,130,418,1,no waterfront,0,3,7,83,46,1922,0,130,510
13619,2014-12-24,310000.0,2,1,130,418,1,no waterfront,0,3,7,83,46,1922,0,130,510
13620,2015-02-03,427500.0,4,2,186,584,2,no waterfront,0,3,7,186,0,2000,0,173,408
13621,2014-05-27,780000.0,3,3,234,199,1,no waterfront,0,3,8,144,89,1925,2006,105,199
13622,2014-08-21,1762000.0,3,2,284,1486,2,no waterfront,0,3,10,284,0,1988,0,326,1222
13623,2015-03-03,339950.0,4,2,199,371,2,no waterfront,0,3,7,199,0,2010,0,149,371
13624,2014-07-01,820000.0,3,2,267,905,2,no waterfront,0,3,10,267,0,1989,0,271,1030
13625,2014-09-24,398000.0,2,2,120,359,1,no waterfront,0,3,8,120,0,2006,0,125,390
13626,2014-06-02,492000.0,3,1,257,3709,1,no waterfront,0,4,8,146,110,1978,0,224,3380
13627,2015-01-08,240000.0,4,1,165,1375,1,no waterfront,0,4,8,109,55,1950,0,134,625
13628,2014-06-09,599950.0,4,3,346,1396,2,no waterfront,2,3,10,226,119,1991,0,319,1326
13629,2014-07-16,105500.0,2,1,86,719,1,no waterfront,0,1,5,86,0,1932,0,150,797
13630,2015-03-16,445000.0,2,1,86,719,1,no waterfront,0,1,5,86,0,1932,0,150,797
13631,2014-09-11,390500.0,2,1,135,39618,1,no waterfront,0,5,7,89,46,1966,0,168,1611
13632,2015-02-24,255000.0,3,2,121,785,1,no waterfront,0,3,7,121,0,1994,0,121,785
13633,2014-06-26,675750.0,4,2,257,954,2,no waterfront,0,3,9,257,0,1989,0,210,669
13634,2014-07-01,1640000.0,3,3,291,505,2,no waterfront,3,4,10,208,83,1913,0,274,487
13635,2014-09-30,353500.0,4,2,164,858,2,no waterfront,0,3,7,164,0,2004,0,199,506
13636,2014-10-20,765000.0,3,1,113,704,1,no waterfront,0,4,7,113,0,1954,0,128,828
13637,2015-03-03,563500.0,4,2,203,459,2,no waterfront,0,3,8,203,0,1999,0,203,474
13638,2015-01-21,439000.0,4,2,167,507,1,no waterfront,0,3,7,83,83,1942,0,130,501
13639,2014-06-13,975000.0,5,2,287,930,1,no waterfront,2,4,9,154,133,1973,0,300,954
13640,2015-04-06,469900.0,3,2,210,408,2,no waterfront,0,3,7,210,0,2007,0,191,408
13641,2015-04-23,252000.0,3,1,120,760,2,no waterfront,0,3,6,120,0,1947,0,104,760
13642,2014-06-12,495000.0,3,2,164,863,1,no waterfront,0,4,7,164,0,1955,2009,173,950
13643,2014-12-02,570000.0,6,2,313,1451,1,no waterfront,0,3,8,164,148,1964,0,259,1456
13644,2014-08-12,327000.0,4,2,151,498,2,no waterfront,0,3,7,151,0,1999,0,178,468
13645,2014-10-14,898000.0,2,2,229,711,1,no waterfront,0,4,8,137,91,1954,0,192,675
13646,2015-01-09,300000.0,4,2,241,796,2,no waterfront,0,3,8,241,0,2003,0,201,491
13647,2015-04-13,418500.0,3,2,167,1155,1,no waterfront,0,3,8,113,53,1978,0,228,1147
13648,2015-03-25,450000.0,4,2,208,428,2,no waterfront,0,3,7,170,37,2001,0,209,483
13649,2014-05-02,403000.0,3,2,182,1217,1,no waterfront,2,5,8,153,28,1957,0,182,977
13650,2014-06-12,440000.0,3,1,158,609,1,no waterfront,0,4,7,111,47,1926,0,130,609
13651,2015-04-29,350000.0,4,1,198,460,1,no waterfront,0,3,7,100,98,1965,0,147,487
13652,2014-05-15,240000.0,3,2,130,575,1,no waterfront,0,3,6,65,65,1948,0,130,702
13653,2014-06-16,460000.0,2,1,82,195,1,no waterfront,0,4,6,70,12,1919,0,148,394
13654,2014-09-19,825000.0,4,1,169,371,2,no waterfront,0,3,8,169,0,1923,0,190,371
13655,2015-02-26,267500.0,3,2,172,1114,1,no waterfront,0,4,7,172,0,1976,0,168,892
13656,2014-09-04,201000.0,3,1,113,2085,1,no waterfront,0,4,7,113,0,1972,0,117,1853
13657,2014-06-17,479500.0,3,2,213,430,2,no waterfront,0,3,8,213,0,2008,0,224,529
13658,2015-04-02,210000.0,2,1,141,436,2,no waterfront,0,4,7,141,0,1978,0,105,362
